method,frame,mAP,recall,iou,accuracy
FoodMem,424,98.5559,100.0000,98.5559,99.9486
FoodMem,425,98.6464,100.0000,98.6464,99.9512
FoodMem,426,98.3053,100.0000,98.3053,99.9385
FoodMem,427,98.6650,100.0000,98.6650,99.9507
FoodMem,428,98.3538,99.9921,98.3461,99.9381
FoodMem,429,98.5080,100.0000,98.5080,99.9436
FoodMem,430,98.6587,99.9621,98.6219,99.9466
FoodMem,431,98.6425,99.9667,98.6101,99.9449
FoodMem,432,98.2238,99.9492,98.1748,99.9259
FoodMem,433,98.6298,99.9965,98.6264,99.9431
FoodMem,434,98.5590,99.9793,98.5389,99.9379
FoodMem,435,98.7836,100.0000,98.7836,99.9475
FoodMem,436,98.6224,99.9967,98.6191,99.9394
FoodMem,437,98.7380,100.0000,98.7380,99.9446
FoodMem,438,98.7315,100.0000,98.7315,99.9443
FoodMem,439,98.9108,99.8680,98.7817,99.9473
FoodMem,440,98.6677,100.0000,98.6677,99.9429
FoodMem,441,98.7028,99.9931,98.6960,99.9449
FoodMem,442,98.6620,99.9895,98.6517,99.9437
FoodMem,443,98.5443,99.9964,98.5408,99.9401
FoodMem,444,98.7582,100.0000,98.7582,99.9491
FoodMem,445,98.8100,99.9928,98.8030,99.9511
FoodMem,446,98.7171,99.9928,98.7101,99.9475
FoodMem,447,98.7572,99.9782,98.7359,99.9489
FoodMem,448,98.8035,99.9963,98.7999,99.9524
FoodMem,449,98.9699,99.9659,98.9365,99.9589
FoodMem,450,98.6543,99.9922,98.6467,99.9491
FoodMem,451,99.1108,99.9400,99.0519,99.9654
FoodMem,452,99.0116,99.8723,98.8864,99.9605
FoodMem,453,98.8089,99.9915,98.8006,99.9586
FoodMem,454,99.1962,99.8738,99.0720,99.9689
FoodMem,455,99.0450,99.9420,98.9881,99.9669
FoodMem,456,98.9600,99.8864,98.8488,99.9630
FoodMem,457,98.6880,99.9259,98.6159,99.9562
FoodMem,458,98.6304,99.9311,98.5634,99.9541
FoodMem,459,98.1086,99.9246,98.0360,99.9385
FoodMem,460,98.6540,100.0000,98.6540,99.9579
FoodMem,461,98.4878,100.0000,98.4878,99.9524
FoodMem,462,98.0869,99.9954,98.0825,99.9381
FoodMem,463,98.4271,100.0000,98.4271,99.9489
FoodMem,464,98.0807,100.0000,98.0807,99.9362
FoodMem,465,98.3284,99.9913,98.3200,99.9433
FoodMem,466,98.5963,100.0000,98.5963,99.9520
FoodMem,467,98.3072,100.0000,98.3072,99.9402
FoodMem,468,98.6408,100.0000,98.6408,99.9512
FoodMem,469,98.6890,100.0000,98.6890,99.9527
FoodMem,470,98.7200,100.0000,98.7200,99.9543
FoodMem,471,98.5100,100.0000,98.5100,99.9468
FoodMem,472,98.4844,100.0000,98.4844,99.9453
FoodMem,473,98.7925,100.0000,98.7925,99.9565
FoodMem,474,98.6670,100.0000,98.6670,99.9520
FoodMem,475,98.4439,100.0000,98.4439,99.9446
FoodMem,476,98.9106,100.0000,98.9106,99.9617
FoodMem,477,98.7144,100.0000,98.7144,99.9552
FoodMem,478,98.7166,100.0000,98.7166,99.9557
FoodMem,479,98.8517,100.0000,98.8517,99.9606
FoodMem,480,98.8094,100.0000,98.8094,99.9596
FoodMem,481,98.6697,100.0000,98.6697,99.9554
FoodMem,482,98.6435,100.0000,98.6435,99.9552
FoodMem,483,98.5192,100.0000,98.5192,99.9515
FoodMem,484,98.5196,100.0000,98.5196,99.9523
FoodMem,485,98.4276,100.0000,98.4276,99.9499
FoodMem,486,98.3058,100.0000,98.3058,99.9475
FoodMem,487,98.5400,100.0000,98.5400,99.9559
FoodMem,488,98.4534,99.9950,98.4485,99.9544
FoodMem,489,98.6731,100.0000,98.6731,99.9625
FoodMem,490,98.5548,100.0000,98.5548,99.9604
FoodMem,491,98.4349,99.9945,98.4296,99.9578
FoodMem,492,98.6198,100.0000,98.6198,99.9637
FoodMem,493,98.5203,100.0000,98.5203,99.9625
FoodMem,494,98.4436,100.0000,98.4436,99.9622
FoodMem,495,98.2264,100.0000,98.2264,99.9582
FoodMem,496,97.7662,100.0000,97.7662,99.9485
FoodMem,497,98.4212,100.0000,98.4212,99.9647
FoodMem,498,97.8128,100.0000,97.8128,99.9517
FoodMem,499,98.3575,100.0000,98.3575,99.9640
FoodMem,500,98.1696,100.0000,98.1696,99.9601
FoodMem,501,98.3622,100.0000,98.3622,99.9646
FoodMem,502,98.2866,100.0000,98.2866,99.9634
FoodMem,503,98.4593,100.0000,98.4593,99.9672
FoodMem,504,98.3502,100.0000,98.3502,99.9644
FoodMem,505,98.3328,100.0000,98.3328,99.9637
FoodMem,506,98.0698,100.0000,98.0698,99.9572
FoodMem,507,98.1840,100.0000,98.1840,99.9591
FoodMem,508,98.1776,100.0000,98.1776,99.9588
FoodMem,509,98.1024,100.0000,98.1024,99.9572
FoodMem,510,98.1747,100.0000,98.1747,99.9586
FoodMem,511,98.1879,100.0000,98.1879,99.9589
FoodMem,512,98.1727,100.0000,98.1727,99.9585
FoodMem,513,98.4548,100.0000,98.4548,99.9651
FoodMem,514,98.2806,100.0000,98.2806,99.9612
FoodMem,515,98.2018,100.0000,98.2018,99.9598
FoodMem,516,98.3276,100.0000,98.3276,99.9627
FoodMem,517,97.9924,100.0000,97.9924,99.9554
FoodMem,518,98.3143,100.0000,98.3143,99.9628
FoodMem,519,98.0054,100.0000,98.0054,99.9562
FoodMem,520,97.9973,100.0000,97.9973,99.9565
FoodMem,521,98.0024,100.0000,98.0024,99.9570
FoodMem,522,98.2270,100.0000,98.2270,99.9627
FoodMem,523,97.6760,100.0000,97.6760,99.9520
FoodMem,524,97.8654,100.0000,97.8654,99.9572
FoodMem,525,98.0117,100.0000,98.0117,99.9615
FoodMem,526,97.6194,100.0000,97.6194,99.9549
FoodMem,527,97.9429,100.0000,97.9429,99.9624
FoodMem,528,97.9339,100.0000,97.9339,99.9631
FoodMem,529,98.0535,100.0000,98.0535,99.9660
FoodMem,530,97.7752,100.0000,97.7752,99.9617
FoodMem,531,97.7601,100.0000,97.7601,99.9618
FoodMem,532,98.1129,100.0000,98.1129,99.9682
FoodMem,533,97.9585,100.0000,97.9585,99.9654
FoodMem,534,97.8461,100.0000,97.8461,99.9631
FoodMem,535,97.5760,100.0000,97.5760,99.9578
FoodMem,536,97.7848,100.0000,97.7848,99.9604
FoodMem,537,97.9062,100.0000,97.9062,99.9615
FoodMem,538,97.7924,100.0000,97.7924,99.9582
FoodMem,539,97.7971,100.0000,97.7971,99.9572
FoodMem,540,98.0980,99.9926,98.0909,99.9620
FoodMem,541,98.3452,99.9856,98.3312,99.9660
FoodMem,542,97.8973,100.0000,97.8973,99.9565
FoodMem,543,97.9536,100.0000,97.9536,99.9567
FoodMem,544,98.1908,100.0000,98.1908,99.9606
FoodMem,545,98.2508,100.0000,98.2508,99.9605
FoodMem,546,98.4584,100.0000,98.4584,99.9638
FoodMem,547,97.9575,100.0000,97.9575,99.9497
FoodMem,548,98.5182,100.0000,98.5182,99.9618
FoodMem,549,98.4095,99.9892,98.3990,99.9566
FoodMem,550,98.2458,99.9538,98.2012,99.9484
FoodMem,551,98.5556,99.9660,98.5227,99.9553
FoodMem,552,98.2728,100.0000,98.2728,99.9446
FoodMem,553,98.4730,100.0000,98.4730,99.9486
FoodMem,554,98.7507,99.9749,98.7262,99.9554
FoodMem,555,98.8151,99.9269,98.7437,99.9547
FoodMem,556,98.5569,99.9803,98.5378,99.9455
FoodMem,557,98.4023,100.0000,98.4023,99.9397
FoodMem,558,98.8424,99.9230,98.7672,99.9531
FoodMem,559,98.6982,99.9771,98.6758,99.9492
FoodMem,560,98.5481,99.9848,98.5333,99.9433
FoodMem,561,98.5619,99.9698,98.5325,99.9430
FoodMem,562,98.5292,99.9925,98.5219,99.9424
FoodMem,563,98.4644,99.9850,98.4498,99.9394
FoodMem,564,98.9942,99.9963,98.9905,99.9602
FoodMem,565,98.7027,100.0000,98.7027,99.9481
FoodMem,566,98.6812,99.9964,98.6777,99.9459
FoodMem,567,98.7080,99.9965,98.7046,99.9460
FoodMem,568,98.6202,99.9897,98.6101,99.9407
FoodMem,569,98.6138,100.0000,98.6138,99.9395
FoodMem,570,98.6531,100.0000,98.6531,99.9402
FoodMem,571,98.6796,100.0000,98.6796,99.9407
FoodMem,572,98.7164,100.0000,98.7164,99.9420
FoodMem,573,98.9527,99.9806,98.9337,99.9518
FoodMem,574,98.9773,99.9279,98.9067,99.9512
FoodMem,575,99.0829,99.9734,99.0568,99.9586
FoodMem,576,99.0568,99.9596,99.0172,99.9573
FoodMem,577,98.8955,100.0000,98.8955,99.9524
FoodMem,578,98.9106,99.9795,98.8905,99.9525
FoodMem,579,98.7784,99.9862,98.7650,99.9475
FoodMem,580,98.7612,99.9656,98.7277,99.9457
FoodMem,581,98.9146,99.9794,98.8944,99.9528
FoodMem,582,98.8672,99.9692,98.8371,99.9502
FoodMem,583,98.8135,99.9932,98.8069,99.9485
FoodMem,584,98.3318,99.9868,98.3190,99.9252
FoodMem,585,98.9697,99.9730,98.9432,99.9543
FoodMem,586,98.9560,99.9237,98.8813,99.9528
FoodMem,587,98.7433,99.9789,98.7227,99.9469
FoodMem,588,98.9092,99.9031,98.8144,99.9517
FoodMem,589,98.7580,99.9963,98.7544,99.9504
FoodMem,590,98.8596,99.9626,98.8231,99.9540
FoodMem,591,98.8650,99.7426,98.6134,99.9472
FoodMem,592,97.8784,99.9769,97.8563,99.9178
FoodMem,593,98.7582,99.5427,98.3122,99.9362
FoodMem,594,98.7223,99.4803,98.2158,99.9326
FoodMem,595,98.5401,99.8998,98.4428,99.9407
FoodMem,596,98.7537,99.6467,98.4091,99.9387
FoodMem,597,98.8423,99.0672,97.9309,99.9201
FoodMem,598,98.9865,98.9017,97.9102,99.9180
FoodMem,599,98.6719,99.8901,98.5649,99.9426
FoodMem,600,98.7763,99.8553,98.6352,99.9447
FoodMem,601,98.9181,99.9404,98.8599,99.9524
FoodMem,602,98.7974,99.6871,98.4920,99.9365
FoodMem,603,98.8482,99.7675,98.6211,99.9410
FoodMem,604,98.7591,99.9866,98.7460,99.9453
FoodMem,605,98.5913,100.0000,98.5913,99.9361
FoodMem,606,99.0429,99.7389,98.7868,99.9450
FoodMem,607,98.9320,99.9803,98.9127,99.9517
FoodMem,608,98.9427,99.8679,98.8134,99.9488
FoodMem,609,98.8746,99.1812,98.0740,99.9191
FoodMem,610,98.7757,99.9427,98.7198,99.9476
FoodMem,611,98.1120,100.0000,98.1120,99.9239
FoodMem,612,98.3518,100.0000,98.3518,99.9345
FoodMem,613,98.3103,100.0000,98.3103,99.9330
FoodMem,614,98.3694,100.0000,98.3694,99.9355
FoodMem,615,97.2255,100.0000,97.2255,99.8900
FoodMem,616,97.8709,100.0000,97.8709,99.9168
FoodMem,617,98.6376,99.9586,98.5974,99.9453
FoodMem,618,98.5827,100.0000,98.5827,99.9444
FoodMem,619,98.2533,100.0000,98.2533,99.9314
FoodMem,620,98.5620,100.0000,98.5620,99.9433
FoodMem,621,98.3920,100.0000,98.3920,99.9361
FoodMem,622,98.4386,100.0000,98.4386,99.9369
FoodMem,623,98.5808,99.9893,98.5704,99.9410
FoodMem,624,98.9935,99.9825,98.9763,99.9573
FoodMem,625,98.7158,100.0000,98.7158,99.9457
FoodMem,626,99.0566,100.0000,99.0566,99.9598
FoodMem,627,98.8642,99.9394,98.8050,99.9481
FoodMem,628,99.0464,99.9901,99.0367,99.9573
FoodMem,629,98.8225,99.9935,98.8162,99.9466
FoodMem,630,98.8562,100.0000,98.8562,99.9473
FoodMem,631,98.6370,100.0000,98.6370,99.9371
FoodMem,632,98.7976,99.9678,98.7661,99.9439
FoodMem,633,98.8491,100.0000,98.8491,99.9485
FoodMem,634,99.0578,100.0000,99.0578,99.9585
FoodMem,635,99.1428,99.9933,99.1362,99.9622
FoodMem,636,98.9286,99.9831,98.9120,99.9530
FoodMem,637,98.9002,99.9966,98.8968,99.9530
FoodMem,638,98.9248,99.9931,98.9180,99.9543
FoodMem,639,98.9676,99.9931,98.9608,99.9562
FoodMem,640,98.7089,100.0000,98.7089,99.9449
FoodMem,641,98.8128,100.0000,98.8128,99.9488
FoodMem,642,98.6999,100.0000,98.6999,99.9426
FoodMem,643,98.8841,99.9837,98.8682,99.9491
FoodMem,644,99.0032,99.9776,98.9813,99.9534
FoodMem,645,99.1074,100.0000,99.1074,99.9588
FoodMem,646,99.0149,99.9875,99.0027,99.9533
FoodMem,647,98.9257,99.9289,98.8561,99.9459
FoodMem,648,99.0899,99.9784,99.0687,99.9559
FoodMem,649,98.6586,99.9752,98.6345,99.9353
FoodMem,650,99.1196,99.9289,99.0497,99.9552
FoodMem,651,99.0258,99.9536,98.9803,99.9518
FoodMem,652,99.1033,99.9722,99.0760,99.9563
FoodMem,653,99.1118,99.9354,99.0483,99.9549
FoodMem,654,99.3402,99.9659,99.3065,99.9674
FoodMem,655,99.1408,99.9938,99.1347,99.9593
FoodMem,656,99.1635,99.8663,99.0320,99.9546
FoodMem,657,99.2165,99.9127,99.1306,99.9593
FoodMem,658,99.1164,99.9812,99.0980,99.9579
FoodMem,659,99.0182,99.9626,98.9815,99.9523
FoodMem,660,99.1356,99.9432,99.0797,99.9575
FoodMem,661,99.0460,99.9904,99.0366,99.9559
FoodMem,662,98.9469,99.9871,98.9342,99.9518
FoodMem,663,99.0393,99.9402,98.9807,99.9552
FoodMem,664,99.1097,99.8984,99.0099,99.9573
FoodMem,665,99.0425,99.9587,99.0020,99.9576
FoodMem,666,98.9772,99.9724,98.9501,99.9556
FoodMem,667,98.9227,99.9158,98.8403,99.9517
FoodMem,668,98.9515,99.9299,98.8828,99.9534
FoodMem,669,98.9743,100.0000,98.9743,99.9567
FoodMem,670,98.8496,99.9898,98.8396,99.9501
FoodMem,671,98.8425,99.9899,98.8327,99.9491
FoodMem,672,98.4733,99.9934,98.4668,99.9319
FoodMem,673,98.9186,99.9967,98.9154,99.9514
FoodMem,674,99.0309,100.0000,99.0309,99.9563
FoodMem,675,98.9491,99.9838,98.9332,99.9518
FoodMem,676,98.7483,100.0000,98.7483,99.9437
FoodMem,677,98.7373,100.0000,98.7373,99.9452
FoodMem,678,98.8179,99.9555,98.7744,99.9476
FoodMem,679,98.7178,99.9930,98.7109,99.9462
FoodMem,680,98.8233,100.0000,98.8233,99.9515
FoodMem,681,98.6601,100.0000,98.6601,99.9456
FoodMem,682,98.7050,100.0000,98.7050,99.9479
FoodMem,683,98.7101,100.0000,98.7101,99.9479
FoodMem,684,98.6822,99.9964,98.6787,99.9463
FoodMem,685,98.6137,100.0000,98.6137,99.9434
FoodMem,686,98.5040,100.0000,98.5040,99.9379
FoodMem,687,98.6340,100.0000,98.6340,99.9427
FoodMem,688,98.5343,100.0000,98.5343,99.9375
FoodMem,689,98.6563,100.0000,98.6563,99.9417
FoodMem,690,98.2929,100.0000,98.2929,99.9255
FoodMem,691,98.6907,100.0000,98.6907,99.9424
FoodMem,692,98.5448,100.0000,98.5448,99.9353
FoodMem,693,98.6825,100.0000,98.6825,99.9413
FoodMem,694,98.6020,100.0000,98.6020,99.9369
FoodMem,695,98.4996,100.0000,98.4996,99.9320
FoodMem,696,98.7972,100.0000,98.7972,99.9455
FoodMem,697,98.4727,100.0000,98.4727,99.9304
FoodMem,698,98.4015,100.0000,98.4015,99.9274
FoodMem,699,98.1588,99.9613,98.1215,99.9141
FoodMem,700,97.7920,100.0000,97.7920,99.8970
FoodMem,701,97.7869,100.0000,97.7869,99.8964
FoodMem,702,97.5851,99.9876,97.5733,99.8843
FoodMem,703,96.8050,99.9846,96.7906,99.8443
FoodMem,704,96.8463,100.0000,96.8463,99.8478
FoodMem,705,96.8180,100.0000,96.8180,99.8485
FoodMem,706,96.7890,100.0000,96.7890,99.8469
FoodMem,707,97.2465,99.9810,97.2285,99.8695
FoodMem,708,97.2811,100.0000,97.2811,99.8750
FoodMem,709,97.5276,99.9309,97.4619,99.8856
FoodMem,710,97.2839,100.0000,97.2839,99.8802
FoodMem,711,96.9144,100.0000,96.9144,99.8617
FoodMem,712,97.0409,100.0000,97.0409,99.8699
FoodMem,713,96.4396,100.0000,96.4396,99.8406
FoodMem,714,97.1556,100.0000,97.1556,99.8721
FoodMem,715,97.7914,100.0000,97.7914,99.9000
FoodMem,716,96.5706,100.0000,96.5706,99.8403
FoodMem,717,96.8046,100.0000,96.8046,99.8500
FoodMem,718,97.2490,100.0000,97.2490,99.8698
FoodMem,719,96.5513,100.0000,96.5513,99.8330
FoodMem,720,97.1345,100.0000,97.1345,99.8604
FoodMem,721,96.9348,100.0000,96.9348,99.8452
FoodMem,722,95.9933,100.0000,95.9933,99.7966
FoodMem,723,96.9899,100.0000,96.9899,99.8501
FoodMem,724,96.1829,99.9760,96.1607,99.8073
FoodMem,725,97.6141,100.0000,97.6141,99.8844
FoodMem,726,97.3778,100.0000,97.3778,99.8750
FoodMem,727,97.9140,99.9968,97.9109,99.9021
FoodMem,728,97.3566,99.9842,97.3416,99.8753
FoodMem,729,97.5620,100.0000,97.5620,99.8848
FoodMem,730,98.0330,99.9969,98.0300,99.9070
FoodMem,731,98.1593,99.9969,98.1563,99.9126
FoodMem,732,97.4367,99.9969,97.4338,99.8757
FoodMem,733,97.7652,99.9940,97.7595,99.8895
FoodMem,734,98.0062,99.3793,97.4099,99.8682
FoodMem,735,98.5525,99.8099,98.3679,99.9168
FoodMem,736,97.7186,99.7901,97.5181,99.8740
FoodMem,737,97.5536,99.9882,97.5423,99.8762
FoodMem,738,97.7392,99.9880,97.7278,99.8874
FoodMem,739,97.7459,99.9253,97.6746,99.8848
FoodMem,740,98.6253,99.6423,98.2774,99.9152
FoodMem,741,98.9153,99.5897,98.5138,99.9264
FoodMem,742,99.0217,99.7558,98.7823,99.9388
FoodMem,743,98.5431,99.8338,98.3816,99.9171
FoodMem,744,98.5370,99.9096,98.4492,99.9194
FoodMem,745,98.1713,99.9972,98.1686,99.9044
FoodMem,746,98.9699,99.5603,98.5392,99.9238
FoodMem,747,98.9361,100.0000,98.9361,99.9429
FoodMem,748,99.0689,99.7360,98.8098,99.9355
FoodMem,749,99.0093,99.9660,98.9759,99.9429
FoodMem,750,98.0892,99.9871,98.0767,99.8902
FoodMem,751,97.8618,99.9591,97.8226,99.8741
FoodMem,752,98.8492,99.9823,98.8319,99.9324
FoodMem,753,98.9162,99.9950,98.9113,99.9368
FoodMem,754,99.1069,99.9546,99.0623,99.9457
FoodMem,755,98.8680,99.9949,98.8630,99.9346
FoodMem,756,98.9056,99.9742,98.8804,99.9365
FoodMem,757,98.9392,99.8665,98.8085,99.9334
FoodMem,758,99.1432,99.8914,99.0365,99.9469
FoodMem,759,98.7420,99.9654,98.7082,99.9290
FoodMem,760,98.1404,99.9570,98.0989,99.8958
FoodMem,761,98.6304,99.9788,98.6097,99.9232
FoodMem,762,98.6026,99.9310,98.5356,99.9190
FoodMem,763,98.6093,99.9763,98.5862,99.9213
FoodMem,764,98.5337,99.9868,98.5209,99.9175
FoodMem,765,98.5741,99.9974,98.5715,99.9209
FoodMem,766,98.2662,99.9305,98.1991,99.9008
FoodMem,767,98.6616,99.9275,98.5911,99.9230
FoodMem,768,98.7451,99.9703,98.7161,99.9304
FoodMem,769,98.5430,99.9299,98.4749,99.9170
FoodMem,770,98.8765,99.9946,98.8711,99.9392
FoodMem,771,98.4356,99.9475,98.3847,99.9141
FoodMem,772,98.6291,99.9388,98.5695,99.9246
FoodMem,773,98.5758,99.9580,98.5351,99.9232
FoodMem,774,98.8070,99.9241,98.7328,99.9340
FoodMem,775,98.5053,99.9405,98.4475,99.9196
FoodMem,776,98.8408,99.9915,98.8325,99.9400
FoodMem,777,98.7987,99.9630,98.7626,99.9363
FoodMem,778,98.7386,99.8747,98.6164,99.9288
FoodMem,779,98.8512,99.9687,98.8205,99.9394
YOLO+XMem2,0,96.0058,73.0046,70.8526,98.6696
YOLO+XMem2,1,96.9938,72.3569,70.7698,98.6639
YOLO+XMem2,2,96.8342,72.2832,70.6145,98.6557
YOLO+XMem2,3,96.4444,73.1988,71.2754,98.6826
YOLO+XMem2,4,96.4247,72.3984,70.5058,98.6518
YOLO+XMem2,5,97.0379,72.4978,70.9282,98.6732
YOLO+XMem2,6,96.6164,72.4796,70.6854,98.6654
YOLO+XMem2,7,96.9880,72.6921,71.0873,98.6850
YOLO+XMem2,8,97.0947,72.9681,71.4090,98.7030
YOLO+XMem2,9,96.4675,72.5892,70.7097,98.6678
YOLO+XMem2,10,97.0039,72.7474,71.1487,98.6875
YOLO+XMem2,11,97.0152,72.6992,71.1088,98.6836
YOLO+XMem2,12,97.6214,72.6914,71.4263,98.7007
YOLO+XMem2,13,97.4221,73.1017,71.7145,98.6975
YOLO+XMem2,14,98.1281,72.3075,71.3237,98.6492
YOLO+XMem2,15,97.6799,72.3531,71.1307,98.6477
YOLO+XMem2,16,97.7927,72.7099,71.5358,98.6891
YOLO+XMem2,17,97.6764,71.8192,70.6128,98.6636
YOLO+XMem2,18,97.8255,71.6505,70.5273,98.6672
YOLO+XMem2,19,97.6359,71.6511,70.4292,98.6503
YOLO+XMem2,20,97.8446,71.7906,70.6729,98.6564
YOLO+XMem2,21,97.7692,72.1071,70.9400,98.6675
YOLO+XMem2,22,97.9382,72.3632,71.2773,98.6929
YOLO+XMem2,23,97.5341,72.4988,71.1938,98.6965
YOLO+XMem2,24,97.6306,72.2396,70.9950,98.6921
YOLO+XMem2,25,97.6013,73.3305,72.0323,98.7429
YOLO+XMem2,26,97.5942,73.4689,72.1620,98.7480
YOLO+XMem2,27,97.5538,72.2781,70.9914,98.6916
YOLO+XMem2,28,97.7302,73.1723,71.9496,98.7371
YOLO+XMem2,29,97.8269,73.1312,71.9622,98.7261
YOLO+XMem2,30,97.5314,73.3487,72.0118,98.7137
YOLO+XMem2,31,97.8463,75.1354,73.9130,98.7891
YOLO+XMem2,32,97.8034,73.6500,72.4516,98.7043
YOLO+XMem2,33,97.7244,73.3325,72.1013,98.6706
YOLO+XMem2,34,97.9797,71.7197,70.6745,98.5822
YOLO+XMem2,35,97.8623,73.6037,72.4390,98.6594
YOLO+XMem2,36,98.0199,76.6183,75.4505,98.7976
YOLO+XMem2,37,97.8819,75.2424,74.0370,98.7245
YOLO+XMem2,38,98.1549,76.7818,75.6893,98.8035
YOLO+XMem2,39,98.2172,81.6871,80.4936,99.0304
YOLO+XMem2,40,98.1935,80.6969,79.5164,98.9790
YOLO+XMem2,41,98.2013,80.8044,79.6259,98.9915
YOLO+XMem2,42,97.8286,68.9648,67.9250,98.4303
YOLO+XMem2,43,97.7673,68.7811,67.7174,98.4265
YOLO+XMem2,44,97.8483,69.0444,68.0118,98.4311
YOLO+XMem2,45,97.7841,69.1284,68.0622,98.4482
YOLO+XMem2,46,97.8493,68.2488,67.2401,98.4158
YOLO+XMem2,47,98.1216,68.3073,67.4256,98.4227
YOLO+XMem2,48,98.0966,68.3810,67.4856,98.4337
YOLO+XMem2,49,98.1244,67.9606,67.0891,98.4183
YOLO+XMem2,50,98.0222,69.2026,68.2496,98.4755
YOLO+XMem2,51,98.2558,75.0361,74.0498,98.7633
YOLO+XMem2,52,98.5800,83.1312,82.1475,99.1509
YOLO+XMem2,53,98.3805,86.2515,85.0440,99.2875
YOLO+XMem2,54,98.7721,96.2213,95.0840,99.7653
YOLO+XMem2,55,98.8450,99.8775,98.7253,99.9391
YOLO+XMem2,56,98.7660,99.7258,98.4986,99.9278
YOLO+XMem2,57,98.8437,99.8805,98.7270,99.9376
YOLO+XMem2,58,98.7905,99.8628,98.6566,99.9326
YOLO+XMem2,59,98.6663,99.9544,98.6219,99.9291
YOLO+XMem2,60,98.6015,99.7660,98.3740,99.9144
YOLO+XMem2,61,98.4117,99.9702,98.3828,99.9122
YOLO+XMem2,62,98.2825,99.9869,98.2698,99.9031
YOLO+XMem2,63,98.4508,100.0000,98.4508,99.9113
YOLO+XMem2,64,98.3974,99.9950,98.3926,99.9051
YOLO+XMem2,65,98.5632,100.0000,98.5632,99.9129
YOLO+XMem2,66,98.6765,99.9953,98.6719,99.9175
YOLO+XMem2,67,98.5107,100.0000,98.5107,99.9054
YOLO+XMem2,68,98.4061,99.9954,98.4017,99.8971
YOLO+XMem2,69,98.4596,73.4687,72.6339,98.2196
YOLO+XMem2,70,98.6172,91.1806,90.0296,99.3372
YOLO+XMem2,71,98.7752,97.1964,96.0390,99.7300
YOLO+XMem2,72,98.8962,99.0586,97.9754,99.8575
YOLO+XMem2,73,98.7553,99.8988,98.6566,99.9028
YOLO+XMem2,74,98.9335,99.9400,98.8748,99.9177
YOLO+XMem2,75,98.9174,99.9074,98.8268,99.9148
YOLO+XMem2,76,98.9508,99.8572,98.8109,99.9148
YOLO+XMem2,77,99.0166,99.8757,98.8948,99.9220
YOLO+XMem2,78,98.8248,99.7984,98.6279,99.9044
YOLO+XMem2,79,98.7427,99.9662,98.7097,99.9106
YOLO+XMem2,80,98.6742,99.9158,98.5923,99.9044
YOLO+XMem2,81,98.7041,99.9121,98.6185,99.9078
YOLO+XMem2,82,98.5464,99.9933,98.5399,99.9038
YOLO+XMem2,83,98.5187,99.9932,98.5122,99.9032
YOLO+XMem2,84,98.8128,99.9887,98.8018,99.9222
YOLO+XMem2,85,98.7799,99.9933,98.7733,99.9198
YOLO+XMem2,86,98.9380,99.9978,98.9358,99.9301
YOLO+XMem2,87,98.9052,99.9933,98.8987,99.9277
YOLO+XMem2,88,98.8448,99.9774,98.8227,99.9238
YOLO+XMem2,89,98.8816,99.9885,98.8704,99.9281
YOLO+XMem2,90,98.9628,99.9860,98.9490,99.9342
YOLO+XMem2,91,98.7214,100.0000,98.7214,99.9210
YOLO+XMem2,92,98.6271,99.9903,98.6177,99.9162
YOLO+XMem2,93,98.5812,100.0000,98.5812,99.9161
YOLO+XMem2,94,98.7395,99.9949,98.7345,99.9271
YOLO+XMem2,95,98.6950,100.0000,98.6950,99.9269
YOLO+XMem2,96,98.6457,100.0000,98.6457,99.9265
YOLO+XMem2,97,98.3910,100.0000,98.3910,99.9148
YOLO+XMem2,98,98.3909,99.9972,98.3882,99.9162
YOLO+XMem2,99,98.4005,99.9855,98.3865,99.9181
YOLO+XMem2,100,98.7045,70.9715,70.3164,98.5343
YOLO+XMem2,101,98.8979,71.8089,71.2388,98.6215
YOLO+XMem2,102,98.8321,72.9349,72.3116,98.7156
YOLO+XMem2,103,98.7661,75.1071,74.4090,98.8490
YOLO+XMem2,104,98.7403,73.5868,72.9024,98.8113
YOLO+XMem2,105,98.8383,73.4363,72.8079,98.8461
YOLO+XMem2,106,98.7227,73.6027,72.9084,98.8864
YOLO+XMem2,107,98.6821,72.5085,71.8131,98.8775
YOLO+XMem2,108,99.1213,74.8671,74.3735,99.0103
YOLO+XMem2,109,98.6386,73.4112,72.6749,98.9714
YOLO+XMem2,110,98.8191,72.4867,71.8642,98.9667
YOLO+XMem2,111,98.8466,72.9348,72.3193,98.9987
YOLO+XMem2,112,98.8829,72.8404,72.2459,99.0111
YOLO+XMem2,113,98.7625,71.7266,71.0877,98.9763
YOLO+XMem2,114,98.9273,73.0276,72.4539,99.0260
YOLO+XMem2,115,99.2265,74.3495,73.9210,99.0768
YOLO+XMem2,116,99.0113,73.2424,72.7106,99.0321
YOLO+XMem2,117,98.8977,73.5470,72.9490,99.0373
YOLO+XMem2,118,99.1873,73.3147,72.8769,99.0273
YOLO+XMem2,119,99.0858,73.7834,73.2845,99.0396
YOLO+XMem2,120,99.0611,73.7064,73.1951,99.0385
YOLO+XMem2,121,99.1222,73.3595,72.8860,99.0337
YOLO+XMem2,122,98.9967,73.1158,72.5780,99.0237
YOLO+XMem2,123,99.0326,72.6440,72.1321,98.9987
YOLO+XMem2,124,99.1337,71.9230,71.4738,98.9692
